pert_iname,NPC1,INSIG1,HMGCS1,SMILES
BRD-K56664261,1.5881,1.85,-1.9689,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@H](C)Oc4ccc(NS(=O)(=O)c5cccs5)cc4C1=O
BRD-K17698750,0.2252,-0.316,-0.3051,CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3ccc(F)cc3)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
BRD-K73082558,-0.25755,-0.87895,0.0817,Cc1ccccc1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(O)=O)C#N)C(C)(C)C
BRD-K42478751,-0.3565,-0.3226,0.0248,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCCCC2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C1=O
BRD-K62056344,1.4166,1.6585,1.6904,CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@H]2COc2ccc(NC(=O)c3cc(C)on3)cc2C1=O
BRD-K21635943,0.49,1.9511,1.7924,COc1ccc(cc1)S(=O)(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)NCc3ccc(Cl)c(Cl)c3)CC[C@H]12
clofilium,0.0469,-0.9526,-3.052,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1
ISOX,2.3378,1.6129,1.0777,CC(C)(C)OC(=O)Nc1ccc(cc1)-c1cc(no1)C(=O)NCCCCCCC(=O)NO
BRD-K07668032,-0.2599,-0.1594,0.1345,C(Nc1ncnc2ccc(cc12)c3ccoc3)c4cccs4
BRD-K32485462,1.2242,3.9889,2.9019,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4c(NC(=O)c5ccc(cc5)c6nccs6)cccc4C1=O
BRD-A49581300,1.16395,0.3642,0.05285,Cc1ccc(cc1)S(=O)(=O)N2C(C3CC2C=C3)C(=O)O
BRD-K94991378,0.3545,0.6353,0.456,COCCOC(=O)N1C(=O)[C@]2([C@@H]([C@@H]3N([C@@H]2c4ccccc4OCCO)[C@H]([C@H](OC3=O)c5ccccc5)c6ccccc6)C(=O)NCC=C)c7cc(C#CCC(C(=O)OC)C(=O)OC)ccc17
BRD-K35024477,-0.4475,-0.1282,0.2238,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O
BRD-K48619543,1.1093,1.4296,1.6874,COc1ccc(C#Cc2cnc3O[C@@H](CN(C)CC4CCCC4)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2)cc1
VU-0418939-2,1.66955,0.6006,0.34509999999999996,CC(C)(C)c1ccc(CNc2nc(nnc2-c2ccccc2)-c2ccccn2)cc1
BRD-K88756517,-1.2004,-1.0092,-1.0309,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2)Oc3ncc(cc3C1=O)C4=CCCCC4
chlorpromazine,1.3709500000000001,2.87995,0.8379500000000001,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12
BRD-K95285735,0.6624,-1.2088,0.25055,CN(C[C@@H]1[C@H]([C@H](CO)N1CC1CC1)c1ccccc1)C(=O)c1cccc(F)c1
clopidogrel,-0.8591,-0.042350000000000006,-0.4137,COC(=O)[C@@H](N1CCc2sccc2C1)c1ccccc1Cl
pilocarpine,-1.4245,-1.81795,-1.09605,CC[C@H]1[C@@H](Cc2cncn2C)COC1=O
pyrantel,0.1234,0.4444,0.5929,CN1CCCN=C1C=Cc1cccs1
naltrexone,-0.1583,-0.2417,-0.9592,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
BRD-K91044787,-0.21339999999999998,-1.137,-1.55885,COc1ccc(NC(=O)N2CCCCN3[C@H](CO)[C@H]([C@@H]3C2)c2ccc(cc2)C2=CCCC2)cc1
BRD-K70052774,-0.1024,-0.5361,0.2761,NCCN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1
BRD-A68065211,4.2333,2.0793,2.3874,ClCC(=O)N(C(C(=O)NC1CCCCC1)c2cccnc2)c3cccc(Cl)c3
propylthiouracil,0.0151,0.6744,-1.9306,CCCc1cc(=O)[nH]c(=S)[nH]1
LY-303511,0.285,0.3383,-0.5445,O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1
imperatorin,0.3412,-0.3925,0.289,CC(=CCOc1c2occc2cc3ccc(=O)oc13)C
nemonapride,-0.3329,-0.2635,-0.9451,CNc1cc(OC)c(cc1Cl)C(=O)N[C@@H]2CCN(Cc3ccccc3)[C@@H]2C
gabexate,-0.19019999999999998,-1.52955,0.45799999999999996,CCOC(=O)c1ccc(OC(=O)CCCCCNC(N)=N)cc1
BRD-K94544211,-0.04705,-0.04855,0.07719999999999999,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)CCCCCC(=O)Nc5ccccc5N)cc4CC1=O
BRD-K37141476,0.001,-0.8069,0.3022,CCOc1ccc(cc1[N+](=O)[O-])C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3
BRD-K07531476,-1.3559,-0.6175,-0.6613,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O
BRD-K70977695,-1.1998,-1.31895,-1.6017000000000001,Cc1cccc(c1)c2ccc3ncnc(NCc4cccs4)c3c2
WAY-170523,0.4524,1.6256,0.48700000000000004,Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(c1)C(=O)NO
BRD-K27431449,1.9516,2.5839,2.1251,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3cc(ccc3S1(=O)=O)c4ccc(C)cc4
MD-049,0.7494,-0.0499,0.1987,COc1cc(\C=C\C(=O)N2CCC=C(C#Cc3ccccc3F)C2=O)cc(OC)c1OC
methiazole,0.42475,-0.28035,-0.42579999999999996,COC(=O)Nc1nc2cc(SC(C)C)ccc2[nH]1
SDZ-NKT-343,0.1657,1.1534,0.0054,CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]
BRD-K95789946,0.2769,-0.31195,0.30960000000000004,CCNc1nc(C#N)nc2n(cnc12)c3cc(F)cc(F)c3
BRD-K80786583,2.387,2.29935,2.96745,COc1ccc(CN(C)C[C@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1
BRD-K70345064,0.0242,-0.010950000000000015,-0.06755,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc(c2)C(F)(F)F)OCc3cn(CCCC1=O)nn3
thapsigargin,0.795,0.0109,-0.0618,CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)/C(=C\C)/C)C(=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@H](C[C@](C)(OC(=O)C)[C@@H]12)OC(=O)CCC)C
VEGF-receptor-2-kinase-inhibitor-IV,-0.5166999999999999,-0.20210000000000003,-0.023150000000000004,COc1ccc(cc1)c2cnc3c(cnn3c2)c4ccsc4
BRD-K98062050,0.8839,-0.2298,-4.8982,OC[C@@H]1[C@@H]2[C@@H](CNc3ccccc23)N1Cc1ccccc1Cl
BRD-K81218586,-0.15965000000000001,-0.2773,0.00015,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3CC1=O
terconazole,0.2737,1.0511,1.1280000000000001,CC(C)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3cncn3)(O2)c2ccc(Cl)cc2Cl)cc1
digoxigenin,2.5033,1.4348,-0.0054,C[C@@]12[C@H](CC[C@]1(O)[C@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1
BRD-K05775306,-0.4671,0.8434,-0.515,COc1ccc2ccccc2c1CNCc3ccccn3
BAX-channel-blocker,3.71725,5.0447500000000005,1.95285,OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12
CA-074-Me,1.0855,0.2212,0.8214,CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](C(C)CC)C(=O)N2CCC[C@H]2C(=O)OC
BRD-K73004613,-0.2649,-0.8219,-0.8777,Cn1c2cc(Br)sc2c3cnn(Cc4ccc(F)cc4F)c(=O)c13
colforsin,-0.2617,-0.8723,-1.2564,CC(=O)O[C@H]1[C@@H](O)C2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C
BRD-K24304282,0.7621,-0.2859,0.001,N[C@@H](Cc1ccc(O)cc1O)C(O)=O
pheniramine,0.4816,-0.29600000000000004,0.0008,CN(C)CCC(c1ccccc1)c1ccccn1
fenoterol,-0.0292,-0.5673,-0.2563,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
SA-418267,0.3871,0.2472,-2.0189,COc1ccc(OC(=O)N(C)C[C@H]2OCc3cnnn3CCCC(=O)N(C[C@H]2C)[C@H](C)CO)cc1
BRD-K86217343,0.0775,0.8059,-1.0851,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3CC1=O
BRD-K76636716,0.10670000000000002,0.5257,-0.62515,CO[C@@H](CN(C)Cc1cc(F)ccc1F)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(F)cc1
altrenogest,0.4715,0.3116,0.195,C[C@]12C=CC3=C4CCC(=O)C=C4CCC3C1CC[C@@]2(O)CC=C
ITE,0.1099,0.0549,0.2123,COC(=O)c1csc(n1)C(=O)c2c[nH]c3ccccc23
BRD-K69569876,-0.87855,-0.508,-1.34895,Nc1nc(CSc2nnnn2c3ccccc3)nc(Nc4ccccc4)n1
BRD-K04309313,1.9068999999999998,3.22325,3.6012,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4cc(ccc4S1(=O)=O)c5ccncc5
furaltadone,-1.0904,-1.4273,-2.2284,[O-][N+](=O)c1ccc(C=NN2CC(CN3CCOCC3)OC2=O)o1
BRD-K38012662,0.58545,0.899,0.16605,CCC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1
BRD-K37323001,-0.0585,-0.3782,-0.363,OC(=O)[C@@H](Cc1cccc2ccccc12)N1C(=O)c2ccc(cc2C1=O)C(O)=O
SD-6-035-B3,0.07154999999999997,-0.24245,-0.29425,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@@H](C)Oc4ccc(cc4C1=O)N(C)C
BRD-K70068608,-0.1635,-1.4337,-1.754,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3cc(ccc3S1(=O)=O)c4ccc(C)cc4
rimonabant,-0.4025,0.3214,-0.0006,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1
BRD-K86456986,0.47785,-0.19090000000000001,0.5521,COc1c(F)cc2[nH]c3C(=O)NCCc3c2c1F
apomorphine,0.6680999999999999,0.45375,0.49219999999999997,CN1CCc2cccc-3c2[C@@H]1Cc1ccc(O)c(O)c-31.CN1CCc2cccc-3c2[C@@H]1Cc1ccc(O)c(O)c-31
BRD-K88269385,0.3306,0.4423,-0.6527,Clc1ccccc1c2ccc3ncnc(NCc4ccc5OCOc5c4)c3c2
L-368899,0.4373,0.7193,1.4509,Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C
BRD-K19056367,0.7942499999999999,0.41659999999999997,-1.2968,Cc1cc(-c2ccc(F)cc2)n2ncc(-c3ccccc3)c2n1
BRD-K43807558,-0.0045,0.315,0.0002,COc1cc(CCCO)ccc1O
BRD-K51750373,0.5538,0.3636,0.3814,CN(C)C(=O)c1cccc(c1)-c1ccc(cc1)[C@@H]1[C@@H](CO)N2CCCCN(Cc3cccnc3)C[C@@H]12
BRD-K18300217,0.9612,2.0623,2.2984,COc1ccccc1C#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N2CCCCN(C[C@@H]12)C(=O)C1CCC1
BL-050,0.0295,-0.5954,-0.0607,OC(=O)CCc1cc(I)c(O)c(I)c1
RS-102221,0.0846,-0.8079999999999999,0.7375,COc1cc(OC)c(cc1NS(=O)(=O)c1ccc(cc1)C(F)(F)F)C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O
nomegestrol,0.40155,-0.03850000000000002,0.5226,CC(=O)O[C@@]1(CC[C@@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@@H]3CC[C@]12C)C(C)=O
diethylcarbamazine,-0.0372,-0.3768,0.3498,CCN(CC)C(=O)N1CCN(C)CC1
BRD-K55137639,0.2658,0.1847,-0.0252,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3CC1=O
BRD-K49333142,5.1667,4.4345,2.6695,COc1cc(CN2C[C@H]3N[C@@H](C2)[C@@H]3c2ccc(cc2)-c2ccc(cc2)C#N)cc(OC)c1
BRD-K98621344,0.3773,1.002,2.0235,CCCN(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C3=CCCCC3
mead-acid,0.2547,-0.166,-0.5563,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O
latrunculin-b,0.9216,0.22854999999999998,0.3906,C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)C2CSC(=O)N2)OC(=O)\C=C(C)/CC\C=C/1
miglitol,-1.8215,-0.5963,0.0649,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
BRD-K09110452,-1.2557,-0.6584,-1.7816,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CN2CCOCC2)Oc3ncc(cc3C1=O)c4ccncc4
BRD-K56697208,-0.20024999999999998,-0.183,0.0358,CCCCCn1c(SCCc2ccccc2)nc3n(C)c(=O)[nH]c(=O)c13
BRD-K01614657,1.675,0.3076,0.6623,COc1ccc(cc1)[Si](C)(C)[C@H]2[C@H](C)[C@]3(O[C@@H]2CCO)C(=O)N(C)c4c3cc(C)cc4Br
clomipramine,0.5247,1.1204,1.2027,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12
BRD-K86638751,0.9274,0.0462,-0.7839,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3cc(ccc3S1(=O)=O)c4ccc(C)cc4
BRD-K26367064,0.176,0.027099999999999996,-3.2315000000000005,CN(C)S(=O)(=O)c1ccc(N2CCCC2)c(c1)C(=O)N1CCN(CC1)c1ccccc1
KM-00519SC,-0.3206,-0.7959,-1.0581,CC(C)(C)c1ccc(cc1)c2n[nH]c(NS(=O)(=O)c3ccccc3)c2Br
sulmazole,-0.322,0.0249,-0.0608,COc1cc(ccc1c2nc3ccncc3[nH]2)S(=O)C
BRD-K93875449,0.1139,-0.0806,-0.0949,Cn1nc(Cc2cccc3ccccc23)c(C#N)c1N
KB188-III-56,0.6568499999999999,-0.27385000000000004,-0.13245,Cc1c(NC(=O)/C(=C/c2ccc3ccccc3c2)/C#N)c(=O)n(c4ccccc4)n1C
BRD-K10609180,-0.2777,0.1734,-0.0038,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccs2)Oc3ccc(cc3CC1=O)N(C)C
kavain,0.5173,0.5318499999999999,-0.18835,COC1=CC(=O)OC(C1)/C=C/c2ccccc2
BRD-K80553643,-0.4705,0.4875,-0.0004,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
WAY-262611,0.6745,2.7937,0.0009,NCC1CCN(CC1)c1nccc(n1)-c1ccc2ccccc2c1
BRD-K71917235,-0.1452,0.1294,0.0556,NC(=O)c1ccc(O)c2ncccc12
BRD-K14316227,0.0978,-1.0496,0.3794,Cc1ccc(cc1)S(=O)(=O)NC(=O)CSc2nc3ccccc3s2
BRD-K89009594,-0.22375,-0.2815,-1.1283,Cn1c2ccccc2c(OCCCC(=O)Nc2cccc(Cl)c2)cc1=O
BRD-K26304855,0.6727000000000001,-0.15045000000000003,-3.25605,Cn1c2ccccc2c(OCCCC(=O)Nc2cc(ccn2)C(F)(F)F)cc1=O
PIT,0.0946,-0.4297,0.3162,[O-][N+]1=C(C(=O)c2ccccc12)c1ccccn1
BRD-K51626376,-0.22755000000000003,0.20690000000000003,-0.9209,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2OC[C@H](C)N(C[C@H]1C)C(=O)c1ccccc1
SA-1472514,0.2187,1.1338,0.611,CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@H]2COc2ccc(NC(=O)Nc3ccccc3F)cc2C1=O
aniracetam,0.0837,0.1068,-0.201,COc1ccc(cc1)C(=O)N1CCCC1=O
BRD-K94987138,0.09125,-0.7298,-1.29395,CC1CCN(CC1)c2nnc(c3ccc(C)c(C)c3)c4ccccc24
BRD-K96704748,1.6716,-1.0263,-0.4378,COc1ccc(Oc2c(oc3cc(OCC(=O)Nc4ccccc4F)ccc3c2=O)C(F)(F)F)cc1
SA-89735,-0.4825,-0.5635,-1.2984,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)Oc3ccc(NC(=O)CCN4CCOCC4)cc3C1=O
BRD-K22420960,0.4248,1.073,1.2039499999999999,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccccn2)Oc3ncc(C#CC4CCCCC4)cc3C1=O
BRD-K67808578,0.6612499999999999,0.05585,0.2278,COc1ccc2oc(=N)c(cc2c1)c3nc4ccccc4[nH]3
BRD-K54127914,0.1238,2.7201,1.4234,COc1ccccc1CN1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1ccncc1
dizocilpine,-0.7784,0.9722999999999999,-0.7603,C[C@]12N[C@H](Cc3ccccc13)c1ccccc21
BRD-K21953167,-0.07784999999999999,-0.0771,-0.5087499999999999,CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@@H](CO)N2CCCCN(Cc3ccncc3)C[C@H]12
foliosidine,-0.7006,-0.2393,0.0598,COc1cc(=O)n(C)c2c(OCC(O)C(C)(C)O)cccc12
BRD-A02241946,-0.7812,0.2941,-0.8869,CC(O)c1cc2n(C)c3c(=O)n(Cc4ccccc4F)ncc3c2s1
BRD-K68313733,2.3345000000000002,2.3379999999999996,1.3300999999999998,ClCC(=O)N(Cc1ccccc1OCC=C)c2ccc3OCOc3c2
BRD-K59915259,-1.4697,-0.9851,0.001,CN(C)CCCN(c1ccccc1)c1cccc(Cl)c1
fraxidin,-0.1609,-0.16899999999999998,0.1035,COc1cc2ccc(=O)oc2c(OC)c1OC
BRD-K14236372,-0.1572,-0.7457,-1.25505,Clc1ccc(OCCOc2ccc(Br)nc2Br)c(Cl)c1
nitrocaramiphen,0.2908,-0.2984,0.0882,CCN(CC)CCOC(=O)C1(CCCC1)c1ccc(cc1)[N+]([O-])=O
BRD-K44417704,-0.1088,0.0345,-0.0716,CC(=O)N1CCN(CC1)c2ccc(NCc3ccco3)cc2
BRD-K43579410,1.28865,-0.1094,-0.129,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3CC1=O
BRD-A67306036,0.5512,0.5146,0.2769,OC(=O)C1C(C2CCC1O2)C(=O)NCCc3ccccc3
oxalomalic-acid,-1.0147,-0.0823,-0.2987,OC(C(C(O)=O)C(=O)C(O)=O)C(O)=O
siguazodan,-0.065,0.2409,-0.261,CNC(=Nc1ccc(cc1)C2=NNC(=O)CC2C)NC#N
K784-3187,4.2649,1.65085,1.4964,COc1cccc(c1)N(C(C(=O)NCCc2ccccc2)c3cccs3)C(=O)CCl
BRD-K63455741,0.71955,-1.7187000000000001,0.20535000000000003,CC(C)N(C[C@H]1N[C@H](CO)[C@@H]1c1ccccc1)C(=O)CN1CCOCC1
BRD-K40846327,0.63025,0.47240000000000004,0.38415,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@H](C)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O
BRD-K95786143,0.2499,-0.2972,0.5441,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccccc2C)c1C
BRD-K84807441,-1.0498,-0.5124,-0.2902,C[C@H](NC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2Cc2ccc(cc2)C(F)(F)F)O1)c1ccccc1
BRD-K42021584,0.4145,0.0095,-1.1108,COc1ccc(CC2CCN(CC2)c2ncnc3sccc23)cc1
BRD-K90090262,0.40454999999999997,1.4922000000000002,-1.5353499999999998,OC(=O)c1cc2cc(CSCCC#N)ccc2o1
BRD-K91755384,-0.3594,0.8996,0.0,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@@H](CN(C)Cc3ccccc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K07101857,-0.6173,1.53535,-0.6536,Cc1cccc(CNc2ncnc3ccc(cc23)c4ccccc4Cl)c1
BRD-K42541148,-0.6792,-0.8582,0.3074,OC(=O)c1ccc(cc1)-c1ccc(\C=c2/sc3nc4ccccc4n3c2=O)o1
SA-1920756,-0.4988,-0.325,-2.155,CN(C)CC#Cc1ccc(cc1)[C@@H]1[C@H](CO)N2CCCCN(C[C@@H]12)S(=O)(=O)c1ccccc1
BRD-K96740880,-0.6639999999999999,-0.018350000000000005,-0.42645,CC(=O)N1CCN(CC1)c2ccc(NCc3cccc(C)c3)cc2
bromocriptine,0.5647,-0.1842,-0.1683,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@H]2CCCN2C1=O)C(C)C
calpeptin,0.11524999999999999,0.4596,-0.014199999999999997,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O
BRD-K59139557,0.2389,-0.2517,0.4726,CS(=O)(=O)c1ccc(cc1)C(=O)OCC#CCSc1nnc(o1)-c1cccc2ccccc12
BRD-K38596918,-0.1623,-0.3869,-0.7282500000000001,CC(C)(C)c1ccc(OCCCn2c(=O)sc3ccccc23)cc1
MDL-29951,-0.39215,0.0973,-0.18115,OC(=O)CCc1c([nH]c2cc(Cl)cc(Cl)c12)C(=O)O
BRD-K52435112,-0.0442,0.0926,-0.3423,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3cc(ccc3S1(=O)=O)c4ccc(C#N)cc4
BRD-K32761691,0.3609,-0.2188,0.2528,COc1cccc(c1)S(=O)(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)NCC4CCCCC4)CC[C@H]3N(C)C(=O)c2c1
BRD-K77987635,0.8955,1.0194,0.8504,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CC2)Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3CC1=O
BRD-K04289865,-0.5058,-0.251,-0.1169,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3c(NC(=O)NC4CCCCC4)cccc3C1=O
gliquidone,-0.44,-0.1996,-0.4949,COc1ccc2c(c1)C(=O)N(CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C
GW-4064,-0.2656,0.38689999999999997,0.0006,CC(C)c1onc(c1COc1ccc(\C=C\c2cccc(c2)C(O)=O)c(Cl)c1)-c1c(Cl)cccc1Cl
BRD-K18722736,0.5937,1.8784,-0.0006,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)\C(C[C@@]35O)=C\c1ccccc1
dirithromycin,1.061,1.8269,-2.4346,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O
rimexolone,-0.1391,-0.5603,-0.3029,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
GSK-429286A,-0.0181,0.2037,0.0058,CC1=C(C(CC(=O)N1)c1ccc(cc1)C(F)(F)F)C(=O)Nc1cc2cn[nH]c2cc1F
BRD-K37160541,-1.6867,0.0901,0.1706,[O-][N+](=O)c1c(Br)cccc1\N=c1\ssnc1Cl
iodixanol,-0.1287,-1.1804,-4.1791,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
BRD-K31290914,0.7434,0.8916,0.0,OC[C@@H]1[C@H]2Cn3c(ccc(\C=C\c4ccccc4)c3=O)[C@H]2N[C@H]1C(=O)NCCc1ccncc1
BRD-K05205967,1.5718999999999999,1.93235,1.98535,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
solifenacin,-0.0323,0.0456,0.8249,O=C(O[C@H]1CN2CCC1CC2)C1NCc2ccccc2[C@@H]1c1ccccc1
BRD-K34596778,-0.5794,-0.84805,-0.47815,CC=CCn1c(SCc2ccccc2)nc2n(C)c(=O)[nH]c(=O)c12
BRD-K34136030,0.8278,0.7639,1.1249,C/C=C/c1ccc2c(O[C@H](CN(C)C(=O)c3cccc(F)c3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1
BRD-K98161915,-1.2642,0.20235,-1.0927,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCCCC2)Oc3ccc(NC(=O)c4ccncc4)cc3CC1=O
sulforaphane,0.3798,-0.0618,0.2277,CS(=O)CCCCN=C=S
BRD-K30180607,0.40785,-0.21060000000000006,-0.41494999999999993,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCOCC2)Oc3cc(C#Cc4ccccc4F)ccc3S1(=O)=O
farnesylthioacetic-acid,0.046,-0.41925,0.10615000000000001,CC(=CCC/C(=C/CC/C(=C/CSCC(=O)O)/C)/C)C
