ID,Z_RGES,Z_Up,Z_Down,Penalty,Num_Up,Num_Down,Focus_Up,Focus_Down
deslanoside,-9.304813278845376,-3.34884510192019,5.955968176925186,0.24154542640458132,13,266,0.2564102564102564,0.13706207744314688
clonixin-lysinate,-0.5408045408550619,-1.8011567128350205,-1.2603521719799586,0.005494505494505495,2,7,0.5,0.25
8-bromo-cGMP,-4.452523379998423,-2.776153507424713,1.6763698725737102,0.06529561987308466,20,43,0.18032786885245902,0.2236842105263158
nifurtimox,-2.6229504351562873,-1.146541724039961,1.4764087111163262,0.010776195635350566,5,15,0.13333333333333333,0.2916666666666667
balaglitazone,1.3517154547077381,-0.18504310632422316,-1.5367585610319614,0.01098901098901099,1,5,0.25,0.15
flutrimazole,-4.311522296758754,-3.342946651466557,0.9685756452921963,0.040009286488159726,16,38,0.17391304347826086,0.2191780821917808
KBG,-2.65744779340155,-1.8011567128350205,0.8562910805665297,0.005494505494505495,2,4,0.6666666666666666,0.16666666666666666
otenzepad,-2.2159300269679005,-1.9141551121220681,0.30177491484583224,0.007255068874787185,4,7,0.25,0.2
biperiden,-2.3836814612425075,-1.5353645858851814,0.8483168753573262,0.01451013774957437,5,12,0.2,0.2127659574468085
zaltoprofen,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.01098901098901099,2,4,0.6666666666666666,0.1111111111111111
noretynodrel,-2.4725387769922342,-2.0656415177104845,0.4068972592817496,0.01098901098901099,3,10,0.2727272727272727,0.2222222222222222
dyphylline,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.5,0.1875
alprenolol,-1.9709736838715348,-1.2425380939891015,0.7284355898824332,0.012536759015632256,7,8,0.17647058823529413,0.22580645161290322
azelnidipine,0.09619181353109141,0.7787028703546329,0.6825110568235415,0.010776195635350566,5,16,0.16666666666666666,0.3409090909090909
hydroxypropyl-beta-cyclodextrin,-0.21744804438755327,-1.8011567128350205,-1.5837086684474673,0.016483516483516484,2,9,0.5,0.24
WB-4101,-1.4065993970675938,-1.2757216712504758,0.1308777258171182,0.02549914873858536,4,13,0.18181818181818182,0.2903225806451613
cleviprex,-0.023308791679199636,-1.5547975432383392,-1.5314887515591395,0.01274957436929268,3,7,0.18181818181818182,0.19230769230769232
chlormadinone-acetate,-2.5412651118463367,-2.1224056300470284,0.4188594817993081,0.007255068874787185,5,6,0.4,0.23809523809523808
bupivacaine,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.15384615384615385
prednisolone-acetate,-3.4909549165193097,-1.8554513017558907,1.6355036147634192,0.11319842129701285,10,90,0.1724137931034483,0.15367965367965367
naftopidil,-0.18882118643103785,-1.8011567128350205,-1.6123355264039827,0.01098901098901099,2,3,0.6666666666666666,0.07692307692307693
FK-33-824,-0.4667869949314776,-1.8137320113664972,-1.3469450164350196,0.01274957436929268,4,8,0.23076923076923078,0.3
nitrendipine,-2.4332961043140133,-2.0524785964380925,0.380817507875921,0.01098901098901099,3,7,0.3,0.2
betamethasone,-2.167520249829713,-1.3651599211665135,0.8023603286631994,0.016270701129856062,6,7,0.2,0.16129032258064516
meptazinol,-0.269667961275881,-1.8011567128350205,-1.5314887515591395,0.016483516483516484,2,7,0.5,0.21052631578947367
cilnidipine,-2.5056742416224607,-1.9227802307155133,0.5828940109069471,0.023525770004643246,9,13,0.18518518518518517,0.21739130434782608
betaxolol,-2.3891441785720198,-1.8011567128350205,0.5879874657369991,0.005494505494505495,2,5,0.5,0.23529411764705882
lofexidine,-0.8480120938368905,-1.8137320113664972,-0.9657199175296067,0.01274957436929268,4,5,0.2727272727272727,0.14285714285714285
alizapride,-1.1899873535313268,-2.0656415177104845,-0.8756541641791579,0.005494505494505495,3,3,0.75,0.13333333333333333
mepivacaine,1.0566781517365382,-0.18504310632422316,-1.2417212580607615,0.005494505494505495,1,4,0.5,0.17647058823529413
ICI-89406,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.6666666666666666,0.1875
XL888,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.01098901098901099,2,4,0.6666666666666666,0.13333333333333333
metoprolol,-2.1153767043896905,-1.8137320113664972,0.30164469302319336,0.007255068874787185,4,7,0.3333333333333333,0.24
bismuth-subcitrate-potassium,-2.120934333384184,-1.4576790079215092,0.6632553254626746,0.01274957436929268,3,5,0.25,0.14285714285714285
methscopolamine,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.14285714285714285
piricapiron,-0.5820248437423513,-1.4576790079215092,-0.8756541641791579,0.007255068874787185,3,3,0.3333333333333333,0.14285714285714285
eperisone,-2.401719477103496,-1.8137320113664972,0.5879874657369991,0.007255068874787185,4,5,0.5,0.2
isoprenaline,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.16666666666666666
synephrine,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.016483516483516484,2,6,0.5,0.15789473684210525
maraviroc,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.1111111111111111
trilostane,-2.0612382520168113,-1.8011567128350205,0.26008153918179094,0.01098901098901099,2,12,0.3333333333333333,0.24390243902439024
stepronin,-0.49525588128452,-1.8011567128350205,-1.3059008315505005,0.005494505494505495,2,5,0.6666666666666666,0.2222222222222222
chlorphenamine,-0.29119147540344703,-1.5547975432383392,-1.2636060678348922,0.01274957436929268,3,6,0.5,0.2222222222222222
2-PMDQ,-2.2446722820940814,-1.2425380939891015,1.00213418810498,0.01803126451013775,7,15,0.13636363636363635,0.28888888888888886
bupropion,-2.210892658297286,-1.3651599211665135,0.8457327371307725,0.016270701129856062,6,9,0.17647058823529413,0.2
lisofylline,-1.1899873535313268,-2.0656415177104845,-0.8756541641791579,0.005494505494505495,3,3,0.75,0.14285714285714285
BAY-K-8644-(+/-),-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.5,0.15
erdosteine,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.1111111111111111
telmesteine,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.005494505494505495,2,6,0.5,0.25
"mevalonic-d,-l-acid-lactone",-4.171659510934135,-3.2386161339437747,0.9330433769903606,0.023525770004643246,14,9,0.2777777777777778,0.13636363636363635
CPCCOEt,1.5540020411516706,-0.18504310632422316,-1.739045147475894,0.01098901098901099,1,7,0.3333333333333333,0.23809523809523808
lappaconite,-2.2200161946343284,-1.8011567128350205,0.4188594817993081,0.005494505494505495,2,6,0.6666666666666666,0.3333333333333333
terfenadine,-4.149209347902099,-2.6449342948012524,1.5042750531008466,0.023525770004643246,11,19,0.175,0.2807017543859649
SB-218078,-4.654537372752527,-2.7433937251226856,1.9111436476298418,0.11848011143785792,18,92,0.17857142857142858,0.17298578199052134
hydroquinidine,-2.3891441785720198,-1.8011567128350205,0.5879874657369991,0.005494505494505495,2,5,0.5,0.23529411764705882
diclazuril,-2.142785008975338,-1.5547975432383392,0.5879874657369991,0.01274957436929268,3,5,0.4,0.2
monensin,-4.5458578665575935,-2.9840498607738843,1.5618080057837096,0.046838724655626066,27,34,0.14414414414414414,0.27884615384615385
anisotropine,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.5,0.16666666666666666
CPI-613,-2.8778573356942854,-2.1930447348250572,0.6848126008692279,0.016483516483516484,3,11,0.2727272727272727,0.25
fusidic-acid,-2.349831213757193,-1.7173032447851486,0.6325279689720441,0.009015632255068875,5,8,0.2727272727272727,0.2916666666666667
hydrocortisone-hemisuccinate,-0.32702913357718444,-1.8011567128350205,-1.474127579257836,0.01098901098901099,2,10,0.5,0.24242424242424243
meluadrine,-0.7888725286032003,-2.0524785964380925,-1.2636060678348922,0.01098901098901099,3,6,0.5,0.15384615384615385
Ro-20-1724,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.14285714285714285
8-M-PDOT,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.2
esmolol,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.005494505494505495,2,6,0.4,0.22727272727272727
labetalol,-2.3891441785720198,-1.8011567128350205,0.5879874657369991,0.01098901098901099,2,5,0.5,0.17647058823529413
bopindolol,-1.7063908115827278,-2.9481120696434893,-1.2417212580607615,0.005494505494505495,6,4,0.6,0.23076923076923078
meclocycline-sulfosalicylate,-2.2555378060679097,-1.3651599211665135,0.8903778849013964,0.021765206624361554,6,11,0.13636363636363635,0.2
isofloxythepin,-2.791457549988263,-2.3007056609675836,0.49075188902067923,0.01803126451013775,11,15,0.17073170731707318,0.3023255813953488
metaproterenol,-1.1899873535313268,-2.0656415177104845,-0.8756541641791579,0.005494505494505495,3,3,0.6,0.14285714285714285
kakonein,-2.601434640510601,-1.8011567128350205,0.8002779276755804,0.01098901098901099,2,7,0.4,0.2
bicuculline-(+),-2.7359831203767255,-1.8011567128350205,0.9348264075417049,0.005494505494505495,2,6,0.3333333333333333,0.19230769230769232
vigabatrin,-0.5915139384526484,-2.0656415177104845,-1.474127579257836,0.016483516483516484,3,10,0.42857142857142855,0.19444444444444445
metitepine,-2.217002945941337,-1.8835196918962738,0.33348325404506357,0.016270701129856062,7,11,0.14814814814814814,0.23076923076923078
buparvaquone,-2.9579255116387286,-2.551028252356979,0.4068972592817496,0.01098901098901099,4,10,0.26666666666666666,0.26666666666666666
galeterone,-3.1679113864574964,-2.7126065728835433,0.4553048135739531,0.005494505494505495,5,9,0.5,0.3333333333333333
CDBA,-3.5194307901000195,-2.9060270768950587,0.6134037132049607,0.02725971211886705,11,31,0.38095238095238093,0.21951219512195122
racecadotril,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.005494505494505495,2,5,0.6666666666666666,0.26666666666666666
famprofazone,-2.2200161946343284,-1.8011567128350205,0.4188594817993081,0.005494505494505495,2,6,0.2857142857142857,0.23809523809523808
etonogestrel,-0.5288712054660569,-1.7666242842698041,-1.2377530788037472,0.01274957436929268,4,10,0.125,0.19047619047619047
doxycycline,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.6666666666666666,0.15
iodixanol,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.01098901098901099,2,6,0.5,0.23529411764705882
L-Theanine,-2.5731913988783592,-1.8011567128350205,0.7720346860433385,0.005494505494505495,2,7,0.5,0.2857142857142857
CID-5458317,-4.782632922807951,-3.5910180151493933,1.191614907658558,0.05761492029097663,33,49,0.16964285714285715,0.25748502994011974
alfuzosin,-2.780914186320526,-2.0524785964380925,0.7284355898824332,0.01098901098901099,3,8,0.6,0.2222222222222222
amyleine,-0.5368806347657191,-2.0656415177104845,-1.5287608829447654,0.01098901098901099,3,6,0.3,0.16666666666666666
strychnine,-2.4207769568800805,-1.8137320113664972,0.6070449455135835,0.01274957436929268,4,9,0.2727272727272727,0.18421052631578946
norethindrone-acetate,-2.367286210733678,-2.0656415177104845,0.30164469302319336,0.005494505494505495,3,7,0.3333333333333333,0.2
ioxilan,-0.2723958298902551,-1.8011567128350205,-1.5287608829447654,0.005494505494505495,2,6,0.5,0.25
mebeverine,0.19298389687650253,0.5794006287746275,0.386416731898125,0.012536759015632256,6,7,0.14285714285714285,0.17647058823529413
flecainide,-2.3052907105221476,-1.7173032447851486,0.5879874657369991,0.009015632255068875,5,5,0.1875,0.21052631578947367
verapamil,-0.022541217773951017,-1.8011567128350205,-1.7786154950610695,0.016483516483516484,2,6,0.5,0.13636363636363635
8-bromo-cAMP,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.01098901098901099,2,6,0.3333333333333333,0.18181818181818182
cyclophosphamide,-3.153349928183559,-2.0656415177104845,1.0877084104730743,0.01098901098901099,3,8,0.3333333333333333,0.24
boceprevir,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.01098901098901099,2,6,0.5,0.2222222222222222
SKF-81297,-3.3692338880951356,-1.9645913529285017,1.4046425351666336,0.026834081411546203,16,14,0.16279069767441862,0.2553191489361702
etilefrine,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.6666666666666666,0.14285714285714285
tipranavir,-4.315735619365563,-2.398997246520323,1.9167383728452403,0.05078548212351029,15,55,0.21052631578947367,0.18181818181818182
propranolol,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.13333333333333333
adenosine-phosphate,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.15
cyclopiazonic-acid,-3.591686451227984,-2.4068500085840805,1.1848364426439038,0.026834081411546203,18,10,0.11688311688311688,0.2962962962962963
GSK429286A,-0.32381420418806517,-1.9141551121220681,-1.590340907934003,0.02373858535830367,4,7,0.375,0.1111111111111111
fosfomycin,-0.6691125512439997,-2.0656415177104845,-1.3965289664664848,0.016483516483516484,3,10,0.375,0.21875
prenylamine,-2.093555630563679,-1.8011567128350205,0.29239891772865845,0.01098901098901099,2,7,0.3333333333333333,0.25
efaroxan,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.23076923076923078
imiloxan,-0.022541217773951017,-1.8011567128350205,-1.7786154950610695,0.016483516483516484,2,6,0.5,0.13636363636363635
granisetron,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.6666666666666666,0.1875
carvedilol,-0.03511651630542767,-1.8137320113664972,-1.7786154950610695,0.01274957436929268,4,6,0.25,0.23529411764705882
carbazochrome,-2.5731913988783592,-1.8011567128350205,0.7720346860433385,0.01098901098901099,2,7,0.6666666666666666,0.21739130434782608
nadide,-2.421499059493464,-2.0524785964380925,0.36902046305537145,0.02197802197802198,3,14,0.25,0.20833333333333334
dehydrocholate-acid,-2.8904930210548416,-2.2056804201856135,0.6848126008692279,0.01803126451013775,10,11,0.21428571428571427,0.23076923076923078
meparfylon,-2.9017868806142495,-2.412242267391891,0.4895446132223588,0.02373858535830367,6,13,0.2777777777777778,0.225
BAY-85-8050,0.00017740230982687955,-1.8011567128350205,-1.8013341151448474,0.016483516483516484,2,8,0.3333333333333333,0.21739130434782608
enilconazole,-5.3367261234376535,-4.053620471306224,1.28310565213143,0.046413093948305215,42,17,0.14792899408284024,0.28
AM-92016,-0.15826857677185435,-1.5547975432383392,-1.3965289664664848,0.02373858535830367,3,10,0.3333333333333333,0.15789473684210525
proscillaridin-a,-8.242987256945984,-3.6192379136332176,4.623749343312766,0.1571544652530568,18,155,0.21311475409836064,0.1462857142857143
lorazepam,-1.9691351406462665,-1.6356518866012029,0.33348325404506357,0.01274957436929268,4,11,0.3,0.20454545454545456
cefepime,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,1.0,0.17647058823529413
nutlin-3,-0.012115603415583598,-1.2757216712504758,-1.2636060678348922,0.020004643244079863,4,6,0.2222222222222222,0.09090909090909091
L-Citrulline,-2.8255727037971012,-2.1930447348250572,0.6325279689720441,0.016483516483516484,3,8,0.6,0.2
usniacin-(+),-2.1873255122103834,-1.5547975432383392,0.6325279689720441,0.01274957436929268,3,8,0.2857142857142857,0.2857142857142857
L-Hydroxyproline,-0.5280360097074144,-1.8011567128350205,-1.2731207031276062,0.01098901098901099,2,9,0.5,0.28
cisapride,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.13333333333333333
pomalidomide,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.01098901098901099,2,6,0.5,0.2
troglitazone,-3.3495517021775134,-2.076805440011948,1.2727462621655652,0.009015632255068875,6,9,0.2,0.2
fluorometholone,-2.377239665199192,-1.2757216712504758,1.1015179939487165,0.02549914873858536,4,14,0.2,0.22727272727272727
doxazosin,-0.6208819361366319,-1.4965361003157898,-0.8756541641791579,0.014297322395913945,9,3,0.11764705882352941,0.125
perillyl-alcohol,-0.5408045408550619,-1.8011567128350205,-1.2603521719799586,0.005494505494505495,2,7,0.5,0.25
ornithine,-0.29379479646336226,-1.8011567128350205,-1.5073619163716583,0.016483516483516484,2,8,0.4,0.17857142857142858
5'-Chloro-5'-deoxy-ENBA-(+/-),-0.269667961275881,-1.8011567128350205,-1.5314887515591395,0.01098901098901099,2,7,0.5,0.22727272727272727
sulindac,-2.7810322005620565,-2.1930447348250572,0.5879874657369991,0.01098901098901099,3,5,0.3333333333333333,0.13636363636363635
TC1,-0.269667961275881,-1.8011567128350205,-1.5314887515591395,0.01098901098901099,2,7,0.5,0.23809523809523808
oxyphenonium,-2.9014404218395713,-1.8137320113664972,1.0877084104730743,0.007255068874787185,4,8,0.25,0.25
octopamine,-0.21744804438755327,-1.8011567128350205,-1.5837086684474673,0.016483516483516484,2,9,0.3333333333333333,0.21428571428571427
guanadrel,-0.022541217773951017,-1.8011567128350205,-1.7786154950610695,0.016483516483516484,2,6,0.2857142857142857,0.125
SN-6,-0.06211156535912665,-1.8011567128350205,-1.739045147475894,0.01098901098901099,2,7,0.5,0.22727272727272727
IDRA-21,-0.6615559832659177,-2.1930447348250572,-1.5314887515591395,0.01098901098901099,3,7,0.6,0.23809523809523808
mesoridazine,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.15384615384615385
UB-165,-2.6028622362964846,-1.4576790079215092,1.1451832283749754,0.01274957436929268,3,14,0.25,0.27906976744186046
norgestrel,-2.3069282331074032,-1.8011567128350205,0.5057715202723828,0.005494505494505495,2,9,0.14285714285714285,0.25806451612903225
dofequidar,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.23076923076923078
alaproclate,-1.8791736094093578,-1.3651599211665135,0.5140136882428442,0.021765206624361554,6,10,0.1875,0.16279069767441862
diadenosine-tetraphosphate,-1.7720571804482632,-1.3651599211665135,0.4068972592817496,0.016270701129856062,6,10,0.1875,0.23529411764705882
milnacipran,-0.2723958298902551,-1.8011567128350205,-1.5287608829447654,0.005494505494505495,2,6,0.5,0.25
fluocinolone-acetonide,-1.9480539320734607,-1.3651599211665135,0.5828940109069471,0.02725971211886705,6,13,0.17647058823529413,0.1956521739130435
L-Cystine,-0.269667961275881,-1.8011567128350205,-1.5314887515591395,0.01098901098901099,2,7,0.4,0.23809523809523808
GW-1929,-2.020833704003564,-1.7212565161567381,0.29957718784682585,0.07121575607491101,7,42,0.16666666666666666,0.17857142857142858
BMY-14802,-2.3891441785720198,-1.8011567128350205,0.5879874657369991,0.005494505494505495,2,5,0.5,0.25
SDZ-21009,0.26103688978148565,-1.2757216712504758,-1.5367585610319614,0.009015632255068875,4,5,0.125,0.16666666666666666
rebamipide,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.125
bucladesine,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.13333333333333333
indobufen,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.4,0.17647058823529413
thioctic-acid,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.125
doramectin,-6.727934010249008,-4.375368425324227,2.3525655849247804,0.0767683021204148,58,48,0.0949367088607595,0.2654320987654321
quinestrol,-1.9920104326860617,-1.4576790079215092,0.5343314247645525,0.007255068874787185,3,10,0.16666666666666666,0.2647058823529412
butoconazole,-3.307510020697028,-2.493861684370123,0.8136483363269047,0.01803126451013775,11,10,0.1346153846153846,0.3076923076923077
BADGE,-4.367162469207679,-2.8268212544607048,1.5403412147469744,0.02331295465098282,17,19,0.20408163265306123,0.27419354838709675
isoxsuprine,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.4,0.14285714285714285
protirelin,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.15384615384615385
dehydroacetic-acid,-0.5909168784878889,-2.1224056300470284,-1.5314887515591395,0.01274957436929268,5,7,0.5,0.21739130434782608
alclometasone-dipropionate,-2.5561054884928662,-1.8800048103848883,0.676100678107978,0.020004643244079863,6,10,0.2857142857142857,0.175
carprofen,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.1875
BW-723C86,-2.5450749047663845,-1.8496433310129656,0.6954315737534189,0.016270701129856062,8,9,0.15625,0.20588235294117646
MDL-72832,-0.550125943531605,-1.8137320113664972,-1.2636060678348922,0.01274957436929268,4,6,0.375,0.21052631578947367
bambuterol,-1.7594539227673414,-1.4576790079215092,0.30177491484583224,0.007255068874787185,3,7,0.14285714285714285,0.1875
ibuprofen,-0.6562861737930958,-2.1930447348250572,-1.5367585610319614,0.005494505494505495,3,5,0.75,0.2222222222222222
trolox,-3.702651778165035,-1.7173032447851486,1.9853485333798861,0.02549914873858536,5,23,0.15,0.18627450980392157
lenalidomide,-0.06211156535912665,-1.8011567128350205,-1.739045147475894,0.01098901098901099,2,7,0.5,0.22727272727272727
phensuximide,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.13333333333333333
methacholine,-0.6615559832659177,-2.1930447348250572,-1.5314887515591395,0.01098901098901099,3,7,0.5,0.25
AGN-192403,-3.9051049540174905,-2.3127145037033174,1.592390450314173,0.04331759789506268,18,39,0.14754098360655737,0.2518518518518518
bevantolol,-1.119869513865928,-0.18504310632422316,0.9348264075417049,0.01098901098901099,1,6,0.3333333333333333,0.2222222222222222
malic-acid,-2.451436885139032,-1.7666242842698041,0.6848126008692279,0.018244079863798175,4,11,0.3333333333333333,0.22857142857142856
tazobactam,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.1875
cyanocobalamin,-0.5176261456555833,-1.9141551121220681,-1.3965289664664848,0.02373858535830367,4,10,0.375,0.18181818181818182
idazoxan,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.5,0.16666666666666666
BAX-channel-blocker,-2.4790182901983364,-2.1210919521073714,0.35792633809096475,0.021765206624361554,8,13,0.18518518518518517,0.23255813953488372
7-hydroxy-DPAT,0.6906110578549347,-0.18504310632422316,-0.8756541641791579,0.005494505494505495,1,3,1.0,0.125
naltriben,-0.022541217773951017,-1.8011567128350205,-1.7786154950610695,0.01098901098901099,2,6,0.4,0.23529411764705882
trimipramine,-2.932965107360417,-2.1440421163676433,0.7889229909927733,0.007255068874787185,5,4,0.3333333333333333,0.2
methylphenidate,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.6666666666666666,0.17647058823529413
perhexiline,-2.3142045295817892,-1.9073072703000395,0.4068972592817496,0.016270701129856062,8,10,0.2,0.2222222222222222
mianserin,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.01098901098901099,2,4,0.5,0.13333333333333333
ondansetron,0.07523054175494415,-1.8011567128350205,-1.8763872545899647,0.005494505494505495,2,5,0.5,0.26666666666666666
atovaquone,0.07907955311045223,-1.4576790079215092,-1.5367585610319614,0.01274957436929268,3,5,0.3333333333333333,0.17647058823529413
closantel,-3.6426765518128947,-2.2536463709751127,1.3890301808377823,0.027046896765206625,13,18,0.1346153846153846,0.28846153846153844
tuaminoheptane,-0.32702913357718444,-1.8011567128350205,-1.474127579257836,0.016483516483516484,2,10,0.4,0.23333333333333334
mecamylamine,-2.6148050491619252,-1.8011567128350205,0.8136483363269047,0.016483516483516484,2,10,0.4,0.2413793103448276
atenolol-(+/-),-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.13333333333333333
chlormezanone,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.1111111111111111
halothane,-2.5073191700610904,-1.896488423155823,0.6108307469052675,0.02331295465098282,13,14,0.15789473684210525,0.3
canrenone,-2.3291654711953935,-1.8011567128350205,0.5280087583603728,0.027472527472527472,2,19,0.3333333333333333,0.22580645161290322
prasterone-acetate,-0.21744804438755327,-1.8011567128350205,-1.5837086684474673,0.016483516483516484,2,9,0.5,0.2222222222222222
plovamer-acetate,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.5,0.1875
cefmenoxime,-0.2723958298902551,-1.8011567128350205,-1.5287608829447654,0.01098901098901099,2,6,0.6666666666666666,0.13793103448275862
"2,6-dimethylpiperidine",-2.5731913988783592,-1.8011567128350205,0.7720346860433385,0.005494505494505495,2,7,0.4,0.2857142857142857
medetomidine,-2.102801405858214,-1.8011567128350205,0.30164469302319336,0.005494505494505495,2,7,0.4,0.3157894736842105
praziquantel,-0.8020354498755924,-2.0656415177104845,-1.2636060678348922,0.005494505494505495,3,6,0.6,0.25
amlodipine,-4.096843476824125,-3.093876012969177,1.0029674638549482,0.02859464479182789,26,18,0.09937888198757763,0.38095238095238093
sulmazole,-2.725737547515661,-1.8800048103848883,0.8457327371307725,0.01451013774957437,6,9,0.2222222222222222,0.19444444444444445
phenothrin,-0.9513234767642957,-2.1930447348250572,-1.2417212580607615,0.005494505494505495,3,4,0.5,0.2
estropipate,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.14285714285714285
tridihexethyl,-0.503018216434912,-1.7666242842698041,-1.2636060678348922,0.007255068874787185,4,6,0.3333333333333333,0.2631578947368421
terazosin,-2.234830294734362,-1.4576790079215092,0.777151286812853,0.007255068874787185,3,5,0.14285714285714285,0.18181818181818182
drofenine,-2.5900797038277936,-1.8011567128350205,0.7889229909927733,0.005494505494505495,2,4,0.5,0.2
benfluorex,-2.142785008975338,-1.5547975432383392,0.5879874657369991,0.007255068874787185,3,5,0.5,0.2222222222222222
pantoprazole,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.1875
licarbazepine,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.01098901098901099,2,6,0.5,0.19047619047619047
SB-205384,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.13333333333333333
homochlorcyclizine,1.078562961510669,-0.18504310632422316,-1.2636060678348922,0.01098901098901099,1,6,0.3333333333333333,0.2222222222222222
tenoxicam,-2.0240879586270992,-1.2425380939891015,0.7815498646379975,0.02902027549914874,7,16,0.17647058823529413,0.23529411764705882
itraconazole,-3.5624295482539554,-2.675134044519796,0.8872955037341593,0.027046896765206625,17,13,0.1896551724137931,0.24390243902439024
pheniramine,-2.5714130379828672,-2.0656415177104845,0.5057715202723828,0.005494505494505495,3,9,0.5,0.27586206896551724
sclareol,-4.062452314053764,-2.085259954721207,1.9771923593325567,0.05126915338182944,41,22,0.07389162561576355,0.3230769230769231
sibutramine,-2.871727755914945,-2.0718493314918534,0.7998784244230916,0.021765206624361554,8,14,0.2,0.2558139534883721
rifampin,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.005494505494505495,2,5,0.6666666666666666,0.25
saclofen,-0.4144292397639877,-2.1930447348250572,-1.7786154950610695,0.01098901098901099,3,6,0.42857142857142855,0.17391304347826086
ifenprodil,-2.6997431074786284,-1.766699730488268,0.9330433769903606,0.010776195635350566,7,9,0.18181818181818182,0.2
ofloxacin,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.6666666666666666,0.15
anabasine,-1.8661296367038378,-1.3651599211665135,0.5009697155373243,0.016270701129856062,6,11,0.2,0.225
