"","identifier","log2FoldChange","logCPM","LR","pvalue","padj","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","Symbol"
"3166","ENSG00000113790",0.197140290986746,4.58526219564016,0.666262432543812,0.414357735969342,1,9606,1962,"NULL","3","3q26.3-q28","enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase","protein-coding","EHHADH","enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase","O","3,2-trans-enoyl-CoA isomerase|L-3-hydrox","EHHADH"
"3167","ENSG00000113810",-0.152912240128646,8.58589997666654,0.47927080354701,0.48875279841509,1,9606,10051,"NULL","3","3q26.1","structural maintenance of chromosomes 4","protein-coding","SMC4","structural maintenance of chromosomes 4","O","SMC protein 4|SMC4 structural maintenanc","SMC4"
"3168","ENSG00000113811",-0.386970047159439,5.24368084640993,2.34906563770653,0.125358124699392,1,9606,58515,"HSPC030","3","3p21.31","selenoprotein K","protein-coding","NULL","NULL","NULL","NULL","SELK"
"3169","ENSG00000113812",-0.0265686411121889,4.4721789539122,0.0141467604502742,0.90532276852715,1,9606,93973,"NULL","3","NULL","ARP8 actin-related protein 8 homolog (yeast)","protein-coding","ACTR8","ARP8 actin-related protein 8 homolog (yeast)","O","INO80 complex subunit N|actin-related pr","ACTR8"
"3170","ENSG00000113838",-0.00360216329317137,4.39686330230363,0.000246276526658207,0.987479151933715,1,9606,55171,"NULL","3","3q27.3","TBCC domain containing 1","protein-coding","TBCCD1","TBCC domain containing 1","O","TBCC domain-containing protein 1","TBCCD1"
"3171","ENSG00000113845",-0.213645715335709,6.30203087006652,0.76829976762766,0.380743547257319,1,9606,51300,"UNQ247/PRO284","3","3q13.33","translocase of inner mitochondrial membrane domain containing 1","protein-coding","TIMMDC1","translocase of inner mitochondrial membrane domain containing 1","O","M5-14 protein|translocase of inner mitoc","TIMMDC1"
"3172","ENSG00000113851",-0.406265103691505,5.51541480033209,3.06147427471635,0.0801689005495862,1,9606,51185,"AD-006","3","3p26.2","cereblon","protein-coding","CRBN","cereblon","O","protein cereblon|protein x 0001","CRBN"
"3173","ENSG00000113889",-0.0260478818519628,6.00587901332801,0.00959949776160585,0.921950535618246,1,9606,3827,"NULL","3","3q27","kininogen 1","protein-coding","KNG1","kininogen 1","O","HMWK|alpha-2-thiol proteinase inhibitor|","KNG1"
"3174","ENSG00000113905",0.865684395872671,0.164960654258452,4.68446537695055,0.0304365333591091,1,9606,3273,"NULL","3","3q27","histidine-rich glycoprotein","protein-coding","HRG","histidine-rich glycoprotein","O","histidine-proline-rich glycoprotein","HRG"
"3175","ENSG00000113916",0.079365898512103,3.9269763888855,0.1005421885658,0.751179954227176,1,9606,604,"NULL","3","3q27","B-cell CLL/lymphoma 6","protein-coding","BCL6","B-cell CLL/lymphoma 6","O","B-cell lymphoma 5 protein|B-cell lymphom","BCL6"
"3176","ENSG00000113924",0.170659513824662,7.86650539945457,0.548177672595187,0.459063253547406,1,9606,3081,"NULL","3","3q13.33","homogentisate 1,2-dioxygenase","protein-coding","HGD","homogentisate 1,2-dioxygenase","O","homogentisate oxidase|homogentisate oxyg","HGD"
"3177","ENSG00000113946",-0.126946379243667,2.33166207038628,0.23499602358832,0.627843844122433,1,9606,10686,"NULL","3","3q28","claudin 16","protein-coding","CLDN16","claudin 16","O","PCLN-1|claudin-16|hypomagnesemia 3, with","CLDN16"
"3178","ENSG00000113966",-0.270866396508405,3.58427695288668,1.1471613801755,0.284144161444013,1,9606,84100,"NULL","3","3q11.2","ADP-ribosylation factor-like 6","protein-coding","ARL6","ADP-ribosylation factor-like 6","O","ADP-ribosylation factor-like protein 6|B","ARL6"
"3179","ENSG00000113971",-0.377951773660746,4.47804787444712,2.43972691899142,0.118296818194541,1,9606,27031,"NULL","3","3q22.1","nephronophthisis 3 (adolescent)","protein-coding","NPHP3","nephronophthisis 3 (adolescent)","O","Meckel syndrome, type 7|nephrocystin-3","NPHP3"
"3180","ENSG00000114019",-0.226288919964056,6.63680908738358,0.480379451546654,0.488250490931578,1,9606,51421,"NULL","3","3q21-q22","angiomotin like 2","protein-coding","AMOTL2","angiomotin like 2","O","Leman coiled-coil protein|angiomotin-lik","AMOTL2"
"3181","ENSG00000114021",0.115317382851954,5.80587494993873,0.261304367933896,0.609225449519147,1,9606,56954,"CUA002","3","3q12.2","nitrilase family, member 2","protein-coding","NIT2","nitrilase family, member 2","O","Nit protein 2|nitrilase homolog 2|omega-","NIT2"
"3182","ENSG00000114023",0.0727135724899858,5.17453789044129,0.0691412815408343,0.792591200064358,1,9606,26355,"DC16","3","3q21.1","family with sequence similarity 162, member A","protein-coding","FAM162A","family with sequence similarity 162, member A","O","E2-induced gene 5 protein|HIF-1 alpha-re","FAM162A"
"3183","ENSG00000114026",0.147062984623811,4.99780605783252,0.439786794653401,0.507225378446508,1,9606,4968,"NULL","3","3p26.2","8-oxoguanine DNA glycosylase","protein-coding","OGG1","8-oxoguanine DNA glycosylase","O","8-hydroxyguanine DNA glycosylase|AP lyas","OGG1"
"3184","ENSG00000114030",-0.173526201192172,6.92713259414016,0.631516374014165,0.426799642973298,1,9606,3836,"NULL","3","3q21","karyopherin alpha 1 (importin alpha 5)","protein-coding","KPNA1","karyopherin alpha 1 (importin alpha 5)","O","RAG cohort protein 2|SRP1-beta|importin ","KPNA1"
"3185","ENSG00000114054",0.116286371097459,5.55274478346042,0.246747113624291,0.619374905730256,1,9606,5096,"NULL","3","3q21-q22","propionyl CoA carboxylase, beta polypeptide","protein-coding","PCCB","propionyl CoA carboxylase, beta polypeptide","O","PCCase subunit beta|propanoyl-CoA:carbon","PCCB"
"3186","ENSG00000114062",-0.125779897004015,6.33718670721299,0.314902238962318,0.574687440107898,1,9606,7337,"NULL","15","15q11.2","ubiquitin protein ligase E3A","protein-coding","UBE3A","ubiquitin protein ligase E3A","O","CTCL tumor antigen se37-2|E6AP ubiquitin","UBE3A"
"3187","ENSG00000114098",-0.352475689725184,6.17619564587627,2.56178827473903,0.109474687357634,1,9606,25852,"S863-2","3","3q22.3","armadillo repeat containing 8","protein-coding","ARMC8","armadillo repeat containing 8","O","GID complex subunit 5, VID28 homolog|arm","ARMC8"
"3188","ENSG00000114107",-0.107313868159357,4.57051055145401,0.232868783327614,0.629404779630845,1,9606,80321,"NULL","3","3q22.3","centrosomal protein 70kDa","protein-coding","CEP70","centrosomal protein 70kDa","O","centrosomal protein of 70 kDa|p10-bindin","CEP70"
"3189","ENSG00000114113",-0.134652173266439,3.19066256733561,0.163870877884957,0.685617412073375,1,9606,5948,"NULL","3","3q23","retinol binding protein 2, cellular","protein-coding","RBP2","retinol binding protein 2, cellular","O","CRBP-II|cellular retinol-binding protein","RBP2"
"3190","ENSG00000114115",-0.0910069261984464,3.41399858856987,0.0789528956251235,0.77872146069761,1,9606,5947,"NULL","3","3q23","retinol binding protein 1, cellular","protein-coding","RBP1","retinol binding protein 1, cellular","O","CRBP-I|cellular retinol-binding protein ","RBP1"
"3191","ENSG00000114120",-0.446778526213998,5.5404895347742,3.02705257615315,0.0818866446322998,1,9606,55186,"NULL","3","3q23","solute carrier family 25 (pyrimidine nucleotide carrier ), member 36","protein-coding","SLC25A36","solute carrier family 25 (pyrimidine nucleotide carrier ), member 36","O","solute carrier family 25 member 36|solut","SLC25A36"
"3192","ENSG00000114125",-0.188286932165793,5.4151823776043,0.597360567457812,0.43958686489662,1,9606,9616,"NULL","3","3q22-q24","ring finger protein 7","protein-coding","RNF7","ring finger protein 7","O","CKII beta-binding protein 1|RING-box pro","RNF7"
"3193","ENSG00000114126",-0.0401163142011002,5.05496440143433,0.0315971387239529,0.858914729358761,1,9606,7029,"NULL","3","3q23","transcription factor Dp-2 (E2F dimerization partner 2)","protein-coding","TFDP2","transcription factor Dp-2 (E2F dimerization partner 2)","O","transcription factor Dp-2","TFDP2"
"3194","ENSG00000114127",-0.327668782550206,4.76791757703008,2.10271070710108,0.147038259407617,1,9606,54464,"NULL","3","3q23","5'-3' exoribonuclease 1","protein-coding","XRN1","5'-3' exoribonuclease 1","O","strand-exchange protein 1 homolog","XRN1"
"3195","ENSG00000114166",-0.16229533224117,4.37417023905652,0.464200777350839,0.495667250467486,1,9606,8850,"NULL","3","3p24","K(lysine) acetyltransferase 2B","protein-coding","KAT2B","K(lysine) acetyltransferase 2B","O","CREBBP-associated factor|histone acetyla","KAT2B"
"3196","ENSG00000114209",-0.440758853699295,5.38254583043051,2.88203566408561,0.0895727196147773,1,9606,11235,"NULL","3","3q26.1","programmed cell death 10","protein-coding","PDCD10","programmed cell death 10","O","TF-1 cell apoptosis-related protein 15|a","PDCD10"
"3197","ENSG00000114248",-0.255410362191265,0.75120921771045,0.615814806502838,0.432606795296343,1,9606,79782,"UNQ9367/PRO34156","3","3q26.2","leucine rich repeat containing 31","protein-coding","LRRC31","leucine rich repeat containing 31","O","leucine-rich repeat-containing protein 3","LRRC31"
"3198","ENSG00000114268",0.257691167895619,2.77099065423836,0.951057795447165,0.32945019068007,1,9606,5210,"NULL","3","3p22-p21","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","protein-coding","PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","O","6-phosphofructo-2-kinase/fructose-2,6-bi","PFKFB4"
"3199","ENSG00000114270",1.20597980994706,1.36405844358044,5.38044977077723,0.020363627554432,1,9606,1294,"NULL","3","3p21.1","collagen, type VII, alpha 1","protein-coding","COL7A1","collagen, type VII, alpha 1","O","LC collagen|collagen VII, alpha-1 polype","COL7A1"
"3200","ENSG00000114279",-0.161976273045146,1.28044354855881,0.263106661917091,0.607993824928102,1,9606,2257,"NULL","3","3q28","fibroblast growth factor 12","protein-coding","FGF12","fibroblast growth factor 12","O","FGF-12|FHF-1|fibroblast growth factor 12","FGF12"
"3201","ENSG00000114302",0.0203640534829896,6.71055189804714,0.00899258351044635,0.924450466589253,1,9606,5576,"NULL","3","3p21.3-p21.2","protein kinase, cAMP-dependent, regulatory, type II, alpha","protein-coding","PRKAR2A","protein kinase, cAMP-dependent, regulatory, type II, alpha","O","cAMP-dependent protein kinase regulatory","PRKAR2A"
"3202","ENSG00000114315",0.24299471132768,5.24740002740453,0.96329987205638,0.326356875396247,1,9606,3280,"NULL","3","3q28-q29","hairy and enhancer of split 1, (Drosophila)","protein-coding","HES1","hairy and enhancer of split 1, (Drosophila)","O","class B basic helix-loop-helix protein 3","HES1"
"3203","ENSG00000114316",0.168150759669985,4.64790061776679,0.573531708206464,0.448858912736939,1,9606,7375,"NULL","3","3p21.3","ubiquitin specific peptidase 4 (proto-oncogene)","protein-coding","USP4","ubiquitin specific peptidase 4 (proto-oncogene)","O","deubiquitinating enzyme 4|ubiquitin carb","USP4"
"3204","ENSG00000114331",-0.344935519363767,5.67196073095567,2.28443427553536,0.130677782628764,1,9606,23527,"NULL","3","3q29","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","protein-coding","ACAP2","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","O","Arf GAP with coiled coil, ANK repeat and","ACAP2"
"3205","ENSG00000114346",-0.289713699250823,8.2485986883541,1.61574870036475,0.203685591020497,1,9606,1894,"NULL","3","3q26.1-q26.2","epithelial cell transforming sequence 2 oncogene","protein-coding","ECT2","epithelial cell transforming sequence 2 oncogene","O","epithelial cell-transforming sequence 2 ","ECT2"
"3206","ENSG00000114353",0.0776963220036045,6.17871769862296,0.113986663217009,0.73565023951492,1,9606,2771,"NULL","3","3p21.31","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2","protein-coding","GNAI2","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2","O","GTP-binding regulatory protein Gi alpha-","GNAI2"
"3207","ENSG00000114354",-0.237420081687017,7.76912580458773,1.15780610130152,0.281921000798933,1,9606,10342,"NULL","3","3q12.2","TRK-fused gene","protein-coding","TFG","TRK-fused gene","O","TRK-fused gene protein|TRKT3 oncogene|pr","TFG"
"3208","ENSG00000114383",0.16070908746828,5.59884772899981,0.428540332027801,0.512706055587635,1,9606,11334,"NULL","3","3p21.3","tumor suppressor candidate 2","protein-coding","TUSC2","tumor suppressor candidate 2","O","PDGFA associated protein 2|PDGFA-associa","TUSC2"
"3209","ENSG00000114388",-0.00814639285517387,4.04216409896355,0.00123562419280354,0.971958978340784,1,9606,10641,"NULL","3","3p21.3","nitrogen permease regulator-like 2 (S. cerevisiae)","protein-coding","NPRL2","nitrogen permease regulator-like 2 (S. cerevisiae)","O","2810446G01Rik|G21 protein|NPR2-like prot","NPRL2"
"3210","ENSG00000114391",0.0817511862371126,9.40315637265688,0.0941376381613281,0.758981468700695,1,9606,6152,"NULL","3","3q12","ribosomal protein L24","protein-coding","RPL24","ribosomal protein L24","O","60S ribosomal protein L24|60S ribosomal ","RPL24"
"3211","ENSG00000114395",0.188290854416221,2.82121273163692,0.539216125778479,0.462757770988617,1,9606,11068,"LUCA12.2","3","3p21.3","cytochrome b561 family, member D2","protein-coding","CYB561D2","cytochrome b561 family, member D2","O","cytochrome b-561 domain containing 2|cyt","CYB561D2"
"3212","ENSG00000114416",-0.10919687985234,7.09555687080948,0.256987415481754,0.612197436159205,1,9606,8087,"NULL","3","3q28","fragile X mental retardation, autosomal homolog 1","protein-coding","FXR1","fragile X mental retardation, autosomal homolog 1","O","fragile X mental retardation syndrome-re","FXR1"
"3213","ENSG00000114423",-0.13070225213435,5.28338036175085,0.337779978903908,0.561113471718336,1,9606,868,"Nbla00127","3","3q13.11","Cbl proto-oncogene, E3 ubiquitin protein ligase B","protein-coding","CBLB","Cbl proto-oncogene, E3 ubiquitin protein ligase B","O","Cas-Br-M (murine) ecotropic retroviral t","CBLB"
"3214","ENSG00000114439",0.0244435546970846,5.31540789580604,0.0109277963621253,0.916743920941409,1,9606,56987,"NULL","3","3q13.1","bobby sox homolog (Drosophila)","protein-coding","BBX","bobby sox homolog (Drosophila)","O","Ag recognized by Treg cells 1|HMG box tr","BBX"
"3215","ENSG00000114446",-0.153729216538784,3.4072735902382,0.335642715507487,0.562355192608977,1,9606,55081,"NULL","3","3q13.13","intraflagellar transport 57 homolog (Chlamydomonas)","protein-coding","IFT57","intraflagellar transport 57 homolog (Chlamydomonas)","O","HIP1 protein interactor|HIP1-interacting","IFT57"
"3216","ENSG00000114450",-0.331160204691251,5.92748473862305,1.84645692497759,0.17419603789368,1,9606,59345,"NULL","3","3q26.33","guanine nucleotide binding protein (G protein), beta polypeptide 4","protein-coding","GNB4","guanine nucleotide binding protein (G protein), beta polypeptide 4","O","G protein beta-4 subunit|guanine nucleot","GNB4"
"3217","ENSG00000114473",-0.178120106792194,1.08640166445137,0.327984132691829,0.566848521708899,1,9606,84223,"NULL","3","3q29","IQ motif containing G","protein-coding","IQCG","IQ motif containing G","O","IQ domain-containing protein G","IQCG"
"3218","ENSG00000114480",0.0182873647867412,4.03472430176103,0.00633673179005823,0.936552538628499,1,9606,2632,"NULL","3","3p12.3","glucan (1,4-alpha-), branching enzyme 1","protein-coding","GBE1","glucan (1,4-alpha-), branching enzyme 1","O","1,4-alpha-glucan-branching enzyme|amylo-","GBE1"
"3219","ENSG00000114491",0.00180672328216376,6.57611360367868,6.50239400812325e-05,0.993566134232581,1,9606,7372,"OK/SW-cl.21","3","3q13","uridine monophosphate synthetase","protein-coding","UMPS","uridine monophosphate synthetase","O","OMPdecase|OPRTase|UMP synthase|orotate p","UMPS"
"3220","ENSG00000114503",-0.217817596469754,5.84290944199097,0.97662416583707,0.323033668770015,1,9606,22916,"PIG55","3","3q29","nuclear cap binding protein subunit 2, 20kDa","protein-coding","NCBP2","nuclear cap binding protein subunit 2, 20kDa","O","20 kDa nuclear cap-binding protein|NCBP ","NCBP2"
"3221","ENSG00000114520",-0.326979754808285,6.40301011772143,2.1612865101639,0.141526153262278,1,9606,8723,"NULL","3","3q21.2","sorting nexin 4","protein-coding","SNX4","sorting nexin 4","O","sorting nexin-4","SNX4"
"3222","ENSG00000114529",-0.205220125207032,4.32394505450173,0.632458496256966,0.426454952865249,1,9606,79669,"NULL","3","3q13.2","chromosome 3 open reading frame 52","protein-coding","C3orf52","chromosome 3 open reading frame 52","O","TPA induced trans-membrane protein|TPA-i","C3orf52"
"3223","ENSG00000114541",-0.173241045434448,2.00043826544127,0.341888605689169,0.558741106276062,1,9606,23150,"NULL","3","3p14.1","FERM domain containing 4B","protein-coding","FRMD4B","FERM domain containing 4B","O","FERM domain-containing protein 4B|GRP1-b","FRMD4B"
"3224","ENSG00000114544",0.0456164073402671,3.80959831745961,0.0365373820144008,0.848410002771527,1,9606,54946,"NULL","3","3q21.2","solute carrier family 41, member 3","protein-coding","SLC41A3","solute carrier family 41, member 3","O","SLC41A1-like 2|solute carrier family 41 ","SLC41A3"
"3225","ENSG00000114554",0.300747669092004,7.12773030066117,1.20803588373354,0.271721459232498,1,9606,5361,"NULL","3","3q21.3","plexin A1","protein-coding","PLXNA1","plexin A1","O","plexin 1|plexin-A1|semaphorin receptor N","PLXNA1"
"3226","ENSG00000114573",-0.204150111246626,7.25001094010635,0.869526818496269,0.351086338579842,1,9606,523,"NULL","3","3q13.31","ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A","protein-coding","ATP6V1A","ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A","O","ATPase, H+ transporting, lysosomal, subu","ATP6V1A"
"3227","ENSG00000114626",0.043142973392135,3.37637074809786,0.0244493648921398,0.875746957780373,1,9606,80325,"PP2259","3","3q21","ankyrin repeat and BTB (POZ) domain containing 1","protein-coding","ABTB1","ankyrin repeat and BTB (POZ) domain containing 1","O","ankyrin repeat and BTB/POZ domain-contai","ABTB1"
"3228","ENSG00000114631",0.470047669487266,6.0380897063134,3.24909356171605,0.0714629677087972,1,9606,50512,"UNQ1861/PRO3742","3","3q21.3","podocalyxin-like 2","protein-coding","PODXL2","podocalyxin-like 2","O","endoglycan|podocalyxin-like protein 2","PODXL2"
"3229","ENSG00000114638",-0.821401655755425,0.484100058518716,4.28226536710243,0.0385119873189535,1,9606,7348,"NULL","3","3q13.32","uroplakin 1B","protein-coding","UPK1B","uroplakin 1B","O","UP1b|tetraspan|tetraspanin-20|tspan-20|u","UPK1B"
"3230","ENSG00000114648",0.0941218611585723,4.82875990100853,0.178016147367695,0.673083704543249,1,9606,23276,"OK/SW-cl.74","3","3p21.31","kelch-like family member 18","protein-coding","KLHL18","kelch-like family member 18","O","kelch-like protein 18","KLHL18"
"3231","ENSG00000114650",0.309096450705088,7.06320064321629,1.37637784722799,0.240719096525941,1,9606,22937,"PSEC0227","3","3p21.31","SREBF chaperone","protein-coding","SCAP","SREBF chaperone","O","SREBP cleavage-activating protein|sterol","SCAP"
"3232","ENSG00000114686",-0.0437315781594383,7.41839129750511,0.0376576632699894,0.846132170478516,1,9606,11222,"NULL","3","3q21-q23","mitochondrial ribosomal protein L3","protein-coding","MRPL3","mitochondrial ribosomal protein L3","O","39S ribosomal protein L3, mitochondrial|","MRPL3"
"3233","ENSG00000114698",-0.378177251657475,2.43800821702481,2.04908761831639,0.152297433982923,1,9606,57088,"GIG43","3","3q24","phospholipid scramblase 4","protein-coding","PLSCR4","phospholipid scramblase 4","O","Ca(2+)-dependent phospholipid scramblase","PLSCR4"
"3234","ENSG00000114735",0.0616119047585711,3.3748761692422,0.0632082759313057,0.801495157095702,1,9606,51409,"NULL","3","3p21.3","HemK methyltransferase family member 1","protein-coding","HEMK1","HemK methyltransferase family member 1","O","HEMK homolog 7kb|hemK methyltransferase ","HEMK1"
"3235","ENSG00000114738",0.168113404332398,4.08631308451414,0.461193093228921,0.497066906775733,1,9606,7867,"NULL","3","3p21.3","mitogen-activated protein kinase-activated protein kinase 3","protein-coding","MAPKAPK3","mitogen-activated protein kinase-activated protein kinase 3","O","MAP kinase-activated protein kinase 3|MA","MAPKAPK3"
"3236","ENSG00000114739",0.13930878902591,4.66837524357885,0.290659671035652,0.589798107416648,1,9606,93,"NULL","3","3p22","activin A receptor, type IIB","protein-coding","ACVR2B","activin A receptor, type IIB","O","activin receptor type-2B","ACVR2B"
"3237","ENSG00000114742",-0.133902413342825,6.15279569632475,0.378781218447471,0.538256230374224,1,9606,57599,"NULL","3","3p21.33","WD repeat domain 48","protein-coding","WDR48","WD repeat domain 48","O","USP1 associated factor 1|USP1-associated","WDR48"
"3238","ENSG00000114744",-0.309547844101652,6.1660756003485,1.58317940802339,0.208303319219271,1,9606,51122,"HSPC042","3","3q25.1","COMM domain containing 2","protein-coding","COMMD2","COMM domain containing 2","O","COMM domain-containing protein 2","COMMD2"
"3239","ENSG00000114745",0.252154586618425,5.62124208751506,1.26264350042614,0.261151304559438,1,9606,64689,"NULL","3","3p22-p21.33","golgi reassembly stacking protein 1, 65kDa","protein-coding","GORASP1","golgi reassembly stacking protein 1, 65kDa","O","Golgi peripheral membrane protein p65|Go","GORASP1"
"3240","ENSG00000114767",0.351221393750785,5.33133863196782,2.2840932857674,0.130706507408693,1,9606,9136,"NULL","3","3p21.2","ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)","protein-coding","RRP9","ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)","O","RNA, U3 small nucleolar interacting prot","RRP9"
"3241","ENSG00000114770",0.21489155003691,5.64827601460395,0.886859314781818,0.346329825238804,1,9606,10057,"NULL","3","3q27","ATP-binding cassette, sub-family C (CFTR/MRP), member 5","protein-coding","ABCC5","ATP-binding cassette, sub-family C (CFTR/MRP), member 5","O","ATP-binding cassette sub-family C member","ABCC5"
"3242","ENSG00000114771",-0.599519524572072,4.12342536733852,4.64385023415533,0.0311650074752682,1,9606,13,"NULL","3","3q25.1","arylacetamide deacetylase","protein-coding","AADAC","arylacetamide deacetylase","O","arylacetamide deacetylase (esterase)","AADAC"
"3243","ENSG00000114779",0.534939060456883,3.09039912553899,4.18660279620402,0.0407446680677665,1,9606,84836,"NULL","3","3p21.2","abhydrolase domain containing 14B","protein-coding","ABHD14B","abhydrolase domain containing 14B","O","CCG1-interacting factor B|abhydrolase do","ABHD14B"
"3244","ENSG00000114784",0.0369271606475681,6.26134833631607,0.0272022969427042,0.868998143678728,1,9606,10289,"NULL","3","3p22.1","eukaryotic translation initiation factor 1B","protein-coding","EIF1B","eukaryotic translation initiation factor 1B","O","eukaryotic translation initiation factor","EIF1B"
"3245","ENSG00000114786",1.70233320021465,0.0947214110367573,16.6771295279999,4.43120083316039e-05,0.593382103568508,9606,100526760,"NULL","3","3p","ABHD14A-ACY1 readthrough (NMD candidate)","miscRNA","ABHD14A-ACY1","ABHD14A-ACY1 readthrough (NMD candidate)","O","NULL","ABHD14A-ACY1"
"3246","ENSG00000114790",-0.138439343915997,4.3997532265247,0.364035585154505,0.546273472503552,1,9606,26084,"NULL","3","3q25.2","Rho guanine nucleotide exchange factor (GEF) 26","protein-coding","ARHGEF26","Rho guanine nucleotide exchange factor (GEF) 26","O","SH3 domain-containing guanine exchange f","ARHGEF26"
"3247","ENSG00000114796",-0.634104561187736,4.25712571674793,6.24131363200059,0.0124803872440336,1,9606,54800,"NULL","3","3q27.1","kelch-like family member 24","protein-coding","KLHL24","kelch-like family member 24","O","kainate receptor interacting protein for","KLHL24"
"3248","ENSG00000114805",0.0241926176476706,2.87581681094293,0.00843933728121304,0.926804611968247,1,9606,23007,"NULL","3","3q25.31","phospholipase C, eta 1","protein-coding","PLCH1","phospholipase C, eta 1","O","1-phosphatidylinositol 4,5-bisphosphate ","PLCH1"
"3249","ENSG00000114841",-0.451428251560688,1.13430361225144,2.06410642547321,0.15080330093086,1,9606,25981,"NULL","3","3p21.1","dynein, axonemal, heavy chain 1","protein-coding","DNAH1","dynein, axonemal, heavy chain 1","O","DNAH1 variant protein|HSRF-1|axonemal be","DNAH1"
"3250","ENSG00000114850",-0.205776619675675,8.01455780130472,0.664018887449686,0.415144700043673,1,9606,6747,"NULL","3","3q25.31","signal sequence receptor, gamma (translocon-associated protein gamma)","protein-coding","SSR3","signal sequence receptor, gamma (translocon-associated protein gamma)","O","SSR gamma|SSR-gamma|TRAP-complex gamma s","SSR3"
"3251","ENSG00000114853",0.390935170441509,1.81464531273539,1.90274189325511,0.167771734795617,1,9606,92999,"NULL","3","3p22.1","zinc finger and BTB domain containing 47","protein-coding","ZBTB47","zinc finger and BTB domain containing 47","O","zinc finger and BTB domain-containing pr","ZBTB47"
"3252","ENSG00000114854",-0.312647409340565,0.468283853915326,0.809964504091385,0.36813074527686,1,9606,7134,"NULL","3","3p21.1","troponin C type 1 (slow)","protein-coding","TNNC1","troponin C type 1 (slow)","O","cardiac troponin C|slow twitch skeletal/","TNNC1"
"3253","ENSG00000114857",-0.23951087243244,6.96532711149597,0.935165703121768,0.333524208014961,1,9606,4820,"NULL","3","3p23-p21","natural killer-tumor recognition sequence","protein-coding","NKTR","natural killer-tumor recognition sequence","O","NK-TR protein|NK-tumor recognition prote","NKTR"
"3254","ENSG00000114859",0.243529298424544,3.39218801388017,1.02533976800732,0.311255741048889,1,9606,1181,"NULL","3","3q27-q28","chloride channel, voltage-sensitive 2","protein-coding","CLCN2","chloride channel, voltage-sensitive 2","O","chloride channel 2|chloride channel prot","CLCN2"
"3255","ENSG00000114861",-0.146801827408067,4.58206543475371,0.428726380960689,0.512614556298631,1,9606,27086,"HSPC215","3","3p14.1","forkhead box P1","protein-coding","FOXP1","forkhead box P1","O","fork head-related protein like B|forkhea","FOXP1"
"3256","ENSG00000114867",0.415195678209835,9.49166619460594,2.71114842944274,0.0996492302278907,1,9606,1981,"NULL","3","3q27-qter","eukaryotic translation initiation factor 4 gamma, 1","protein-coding","EIF4G1","eukaryotic translation initiation factor 4 gamma, 1","O","EIF4-gamma|eIF-4-gamma 1|eucaryotic tran","EIF4G1"
"3257","ENSG00000114902",-0.0398475510418669,6.0197885759119,0.0298479226745316,0.862835745561656,1,9606,28972,"HSPC033","3","3p21.1","signal peptidase complex subunit 1 homolog (S. cerevisiae)","protein-coding","SPCS1","signal peptidase complex subunit 1 homolog (S. cerevisiae)","O","SPase 12 kDa subunit|microsomal signal p","SPCS1"
"3258","ENSG00000114904",-0.0104111130890233,4.34664230440471,0.001967986119641,0.964615859722945,1,9606,6787,"NULL","3","3p21.1","NIMA-related kinase 4","protein-coding","NEK4","NIMA-related kinase 4","O","NIMA (never in mitosis gene a)-related k","NEK4"
"3259","ENSG00000114933",-0.00829871404630967,4.29134497823679,0.0011844474290017,0.972545582742808,1,9606,54891,"NULL","2","2q33.3","INO80 complex subunit D","protein-coding","INO80D","INO80 complex subunit D","O","NULL","INO80D"
"3260","ENSG00000114942",-0.0387895711205115,8.96909643021123,0.0270572219847622,0.869344791751719,1,9606,1933,"NULL","2","2q33.3","eukaryotic translation elongation factor 1 beta 2","protein-coding","EEF1B2","eukaryotic translation elongation factor 1 beta 2","O","EF-1-beta|elongation factor 1-beta|eukar","EEF1B2"
"3261","ENSG00000114948",0.431750215164532,4.49471657516243,3.30593004060625,0.0690302592408493,1,9606,8745,"NULL","2","2q33","ADAM metallopeptidase domain 23","protein-coding","ADAM23","ADAM metallopeptidase domain 23","O","a disintegrin and metalloproteinase doma","ADAM23"
"3262","ENSG00000114956",-0.104943075465926,5.4992729581222,0.18713700830213,0.665310219879648,1,9606,1716,"NULL","2","2p13","deoxyguanosine kinase","protein-coding","DGUOK","deoxyguanosine kinase","O","deoxyguanosine kinase, mitochondrial","DGUOK"
"3263","ENSG00000114978",-0.284672416788491,7.39303632030671,1.43522476831615,0.230913642556137,1,9606,55233,"NULL","2","2p13.1","MOB kinase activator 1A","protein-coding","MOB1A","MOB kinase activator 1A","O","MOB1 Mps One Binder homolog A|MOB1, Mps ","MOB1A"
